Rank,playerId,playerImageId,Player,playerFullName,pos,teamImageId,teamName,teamShortName,teamAbbrevName,teamId,newestTeamColor,optaPersonId,firstName,lastName,optaTeamId,leagueId,leagueName,Position,Team,GM,Min,Age,SubOn,SubOff,GWG,SOG,SOTInBox,SOTOBox,BlkdInBox,BlkdOutBox,OFF,OffTgtOBox,OffTgtInBox,PenTaken,PenGoal,ShotDirFK,GoalDirFK,GoalInBx,GoalOBx,GoalOP,GoalHead,OfTgHd,SOTHead,GoalLF,GoalRF,ShotLF,ShotRF,PsOpHfFl,PsOnHfFl,PsAtt,PsOnHfScs,PsOpHfScs,ExpG,Goal,Ast,ExpA,BgChnc,BgChncCrtd,ChncSetPl,ChncOpnPl,Chance,1v1,1v1InBox,Scs1v1InBox,SucflDuels,Success1v1,ThrghBalls,ThrghBlCmp,Touches,DuelLs,FailTackle,SucflTkls,Int,DefTouch,SucflTklPct,Clrnce,HeadClear,Recovery,FlComA3,FlComD3,FlComM3,FlSufA3,FlSufD3,FlSufM3,Offsides,CleanSheet,CrossPunch,ErrGoal,ErrShot,Cleared,KeeperCtch,GoalCncd,GoalCnIBx,GoalCnOBx,PensWon,Saves,SvBody,SvCght,SvClct,SvDive,SvFeet,SvFTip,SvHands,SvInBox,SvOutBox,SvPrdDng,SvPrdSaf,SvReach,SvStand,SvStoop,2ndYellow,Red,Yellow,BgChncFace,Turnover,Disposs,TchsA3,TchsD3,TchsM3,TouchOpBox,PctPassFwd,PassSucPct,PsCmpM3,PsCmpA3,PsCmpD3,PsAttA3,PsAttM3,PsAttD3,AerialSucPct,Aerials,ExpGAg,BgChncGoal,Crosses,DefTouchD3,DefTouchD3,DefTouchM3,DefTouchA3,OpenPlayxG,SetPiecexG,OpenPlayxG,SetPiecexG,NonPenxG,KeyPasses,DefBlocks,xGPerShot,ShotsTotal,CrossScsPct,CrossScsPctOpnPl,PctRegainsWithin6S,RecoveriesOppositionHalf,OpponentPossessionsStartingAndEndingInTheirOwnHalf,ConcededPassesIntoBox,PassesIntoBox,ConcededPassesIntoBox
91,a6i4npit5smx1zcpgucou9y0a,849473,L. Wright,Lowell Wright,Centre Forward,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,510378,Lowell,Wright,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,York United,9,580,19,3,5,0,0,0,0,1,5,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,30,2,98,25,41,1.13,0,0,1.02,1,2,0,6,6,27,2,2,32,14,1,1,228,37,4,4,2,16,72.70%,6,2,8,5,0,3,2,0,5,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,8,117,16,95,21,31.60%,67.30%,37,23,6,37,54,7,27.30%,11,7.77,0,15,7,7,6,3,0.94,0.19,0.94,0.19,1.13,6,0,0.1,11,0.2,0.2,39.20%,4,208,180,12,180
91,d2u788mhyqdacg7m8fwuiwve1,501646,J. Wilson,Jordan Wilson,Defensive Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,532451,Jordan,Wilson,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,York United,24,2054,30,0,4,1,5,4,1,2,1,9,1,0,0,0,0,0,2,0,0,2,3,4,0,0,1,6,146,58,1001,481,316,2.45,2,0,0.43,4,1,1,5,6,27,1,0,144,16,3,0,1306,110,21,33,25,111,70.10%,32,16,137,4,12,20,3,15,24,1,6,0,1,1,0,0,25,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,37,8,25,133,502,671,28,37.10%,79.60%,454,49,294,76,564,361,61.50%,52,25.49,2,4,77,77,26,8,0.04,2.4,0.04,2.4,2.45,6,5,0.14,17,0.25,0.25,37.10%,27,473,385,37,385
91,1ox9241k3f8kfmvljqoxipq1g,796772,C. Smith,CJ Smith,Right Midfielder,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,#0033FF,575292,Courtney,Smith,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Midfielder,Edmonton,20,533,24,16,4,0,3,3,0,0,0,5,0,5,0,0,0,0,2,0,2,0,1,0,1,1,2,5,37,6,145,36,66,1.3,2,1,0.39,4,1,2,4,6,60,3,1,70,21,0,0,375,75,8,19,12,43,81.80%,1,0,47,8,4,3,1,5,10,3,0,0,0,0,0,0,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,18,19,168,70,137,36,31.00%,70.30%,52,40,10,62,68,15,53.80%,13,9.14,1,18,23,23,14,6,1.3,0,1.3,0,1.3,5,0,0.16,8,0.33,0.33,32.20%,19,444,381,20,381
105,2js282vjcudwck84w18f2h8t1,191765,K. Rendón,Kévin Rendón,Defensive Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,150223,Kévin,Rendón,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Defensive Midfielder,Valour,11,579,29,4,6,0,1,0,1,1,0,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,26,8,161,66,61,0.23,0,0,0.66,0,1,3,2,5,4,0,0,11,0,0,0,224,20,5,3,8,21,61.50%,5,1,28,2,0,5,0,1,1,0,2,0,1,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,4,3,52,48,124,8,31.10%,78.90%,83,18,26,27,104,30,20.00%,5,7.83,0,9,9,9,11,1,0.18,0.05,0.18,0.05,0.23,5,1,0.03,7,0.33,0,33.50%,13,248,205,11,205
105,4ezd4d37kbb1249qd7bvi0dzp,294422,J. Dixon,Jamar Dixon,Central Midfielder,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,#00FFFF,208512,Jamar,Dixon,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,Pacific,19,1272,33,5,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,23,667,317,272,0.05,0,0,0.11,0,0,0,5,5,13,0,0,76,8,0,0,835,61,14,28,7,63,68.90%,14,8,87,3,4,15,2,5,4,0,2,0,0,0,0,0,21,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,4,6,96,182,557,4,23.70%,88.30%,436,55,98,65,489,113,57.70%,26,19.1,0,2,35,35,23,5,0,0.05,0,0.05,0.05,5,9,0.02,2,0,0,34.70%,37,420,322,9,322
105,334ys3md0ycavngg26g75yi21,244513,M. Baldisimo,Matthew Baldisimo,Central Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,244406,Matthew,Baldisimo,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,York United,15,891,24,4,7,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49,20,478,257,152,0.08,0,1,0.59,0,1,3,2,5,11,0,0,60,8,1,1,600,45,19,19,8,52,73.10%,5,2,42,2,3,11,0,5,2,0,1,0,0,0,0,0,17,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,9,64,159,377,3,25.90%,85.60%,276,35,98,40,316,122,63.60%,11,13.47,0,7,22,22,24,6,0.08,0,0.08,0,0.08,4,1,0.03,3,0.43,0.5,35.30%,18,348,195,7,195
105,7qctsydagkbx65ctb9wlw9n1l,244518,D. Norman,David Norman Jr.,Left Back,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,247683,David,Norman Jr.,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Cavalry,17,858,24,8,2,0,2,1,1,2,0,5,2,1,0,0,2,0,0,0,0,0,3,1,0,0,3,0,82,36,525,254,153,0.6,0,0,0.54,0,2,0,5,5,2,0,0,44,0,0,0,691,44,5,9,19,52,63.60%,19,7,54,0,3,14,3,6,2,0,2,0,0,1,0,0,13,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16,0,2,70,284,337,10,41.00%,77.50%,222,17,168,27,287,211,54.30%,35,11.52,0,9,40,40,11,1,0.06,0.55,0.06,0.55,0.6,5,4,0.07,9,0.33,0.33,35.40%,11,308,261,16,261
105,c71o8hujd9joixq9ge68i4qg9,173269,N. Mavila,Nathan Mavila,Left Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,#00FFFF,156664,Nathan,Mavila,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Pacific,16,1026,26,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,47,523,213,142,0.01,0,1,0.48,0,0,0,5,5,19,1,1,58,9,1,1,847,73,8,16,26,78,66.70%,24,13,74,5,6,14,3,6,2,1,4,0,1,0,0,0,13,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,2,11,149,300,398,4,50.70%,67.90%,212,35,108,52,290,181,45.20%,31,13.03,0,18,54,54,21,3,0,0.01,0,0.01,0.01,4,1,0.01,1,0.06,0.06,35.80%,18,386,270,17,270
105,2s3yfb7n14fdespzya1rg9iax,169983,Eriks Santos,Eriks Santos,Left Centre Back,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,209929,Eriks,de Souza Santos Pereira,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,HFX Wanderers,23,1938,26,2,4,0,2,1,1,3,0,5,1,0,0,0,0,0,1,0,0,1,4,1,0,0,2,0,143,78,1082,589,272,0.85,1,1,0.88,0,2,3,2,5,7,0,0,66,3,0,0,1310,50,10,18,28,124,75.70%,66,30,136,1,4,6,2,5,2,0,6,0,1,0,0,0,30,26,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,0,2,40,716,554,15,48.60%,79.60%,423,10,428,17,524,541,52.00%,50,24.57,0,8,114,114,10,0,0.16,0.69,0.16,0.69,0.85,4,16,0.09,10,0.13,0.13,37.70%,7,586,401,28,401
105,c08hvq1hplcct8kxrxucfpqp6,575534,W. Pacius,Woobens Pacius,Centre Forward,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,427369,Woobens,Pacius,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Forge,24,1512,21,5,15,3,21,18,3,7,2,17,6,9,2,2,0,0,9,1,7,1,7,2,3,6,6,23,42,8,251,84,117,10.96,10,1,0.57,18,2,0,5,5,23,3,1,44,5,1,0,440,71,1,5,1,10,46.20%,3,1,25,11,0,8,4,3,12,7,5,0,0,0,0,0,19,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,6,19,237,23,180,73,13.90%,80.10%,108,87,6,113,128,10,55.60%,27,13.2,8,4,3,3,2,5,7.03,3.93,7.03,3.93,9.39,4,2,0.23,47,0,0,43.50%,17,407,289,23,289
105,al5jt5ntx6alvfvo3tq1py6i2,765164,Z. Verhoven,Zachary Verhoven,Left Midfielder,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,,483414,Zachary,Verhoven,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,Atlético Ottawa,10,346,24,7,4,2,2,2,0,0,2,4,3,1,0,0,0,0,2,0,2,0,0,0,1,1,1,5,12,3,74,15,44,0.95,2,1,0.4,2,1,0,5,5,25,1,0,28,13,0,0,179,50,3,6,2,18,42.90%,5,1,22,1,2,8,2,0,4,2,1,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,10,84,38,57,13,29.70%,79.70%,18,33,8,41,23,10,0.00%,6,5.3,2,3,12,12,4,2,0.95,0,0.95,0,0.95,4,0,0.12,8,0,0,36.50%,8,237,194,6,194
105,cfx0kdkw50a9417og40fqqled,168282,R. Thompson,Roger Thompson,Left Centre Back,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,160292,Roger,Thompson,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,York United,14,1023,30,2,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,65,28,629,391,145,0.08,0,0,1.12,0,1,2,3,5,0,0,0,37,0,0,0,728,23,6,8,19,71,73.70%,36,16,53,0,3,4,0,2,1,0,2,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,7,411,310,3,38.60%,85.20%,237,3,296,4,292,333,62.50%,32,15,0,0,58,58,13,0,0,0.08,0,0.08,0.08,5,8,0.04,2,-,-,37.00%,2,306,256,11,256
105,dqekbs06e79n3vapj437pwyc,893947,G. Metusala,Garven-Michee Metusala,Left Centre Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,540831,Garven-Michee,Metusala,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Forge,21,1557,22,4,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,82,68,1056,597,309,0.14,0,0,0.51,0,1,1,4,5,13,0,0,70,10,2,1,1272,47,8,22,17,90,76.90%,42,17,101,3,4,11,2,7,4,0,5,0,0,0,0,0,18,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,2,5,70,536,666,6,35.90%,85.80%,528,27,351,34,594,428,56.70%,30,14.13,0,6,68,68,21,1,0,0.14,0,0.14,0.14,5,5,0.05,3,0.17,0.17,43.60%,13,347,249,11,249
105,7nevdyvba1re2ehqm1t79lv6c,948223,O. Tabi,Obeng Tabi,Left Midfielder,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,566976,Obeng,Tabi,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Midfielder,HFX Wanderers,18,921,21,8,7,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,54,30,333,134,115,0.68,0,0,0.18,0,0,0,5,5,30,1,0,47,11,0,0,632,62,11,14,19,61,71.40%,11,2,68,0,7,6,0,2,3,2,3,0,0,0,0,0,15,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,4,17,164,225,243,12,38.10%,74.80%,126,54,69,76,159,98,50.00%,12,10.57,0,26,46,46,11,4,0.07,0.6,0.07,0.6,0.68,5,1,0.17,4,0.04,0.04,37.30%,10,480,322,14,322
105,54941l9vjzs8ss6z6fiq68sx6,675754,V. Moragrega,Vladimir Moragrega,Centre Forward,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,,458407,Vladimir,Moragrega,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Atlético Ottawa,21,686,24,15,6,0,3,3,0,1,2,9,1,4,1,1,0,0,1,0,0,0,3,0,0,1,4,5,30,6,139,32,71,1.73,1,0,0.25,1,0,0,5,5,12,2,0,69,4,0,0,298,88,11,11,3,29,71.00%,4,1,22,6,2,22,1,2,12,5,1,0,0,0,0,0,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,12,140,22,136,33,15.80%,74.10%,55,44,4,60,74,5,46.70%,60,7.81,1,5,8,8,15,6,0.51,1.22,0.51,1.22,0.94,5,3,0.12,15,0,0,36.30%,14,434,373,8,373
105,bqaqfgg2a2khqj5e0tmlmx8bu,839185,J. Ascanio,José Daniel Ascanio,Right Attacking Midfielder,15378,Valour,Valour,VAL,dd2vf0yzjm7jm7cak9tf11sa2,#FF0000,566975,José Daniel,Ascanio,15378,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,Valour,4,220,22,1,2,0,4,2,2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,11,1,56,16,28,0.52,0,1,0.51,2,1,0,5,5,12,2,2,23,6,0,0,124,19,3,9,2,14,75.00%,0,0,9,1,0,8,2,2,1,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1,66,17,41,10,21.40%,78.60%,18,20,6,25,24,7,0.00%,1,2.2,0,14,3,3,5,6,0.23,0.29,0.23,0.29,0.52,4,0,0.09,6,0.29,0.33,35.90%,4,80,62,8,62
118,8ad2vcq9xcul0kkfms8qo0wk5,276111,A. Achinioti-Jönsson,Alexander Achinioti-Jonsson,Central Defender,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,183434,Alexander,Achinioti-Jonsson,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Defender,Forge,24,2160,26,0,0,0,3,3,0,2,0,2,1,0,0,0,0,0,1,0,0,1,1,2,0,0,0,2,82,56,1724,1036,550,0.51,1,0,0.89,1,1,3,1,4,16,1,0,118,9,1,0,1974,72,18,29,32,119,78.30%,40,22,138,3,6,10,4,13,17,0,7,0,0,0,0,0,24,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,8,103,846,1025,19,32.90%,92.00%,850,65,671,74,930,720,50.90%,55,18.52,0,1,76,76,40,3,0.18,0.33,0.18,0.33,0.51,4,5,0.07,7,0,0,43.40%,34,386,283,9,283
118,1mcgu1zocg8bwfrncptuvfm51,129044,M. Trafford,Mason Trafford,Left Centre Back,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,90443,Mason,Trafford,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Centre Back,Cavalry,19,1567,36,2,1,1,1,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2,1,85,48,1147,757,257,0.88,1,0,0.11,1,0,0,4,4,0,0,0,35,0,0,0,1266,50,1,2,23,83,37.50%,56,25,82,5,4,14,0,4,1,1,7,0,0,0,0,0,20,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,0,1,23,685,558,7,37.10%,88.40%,473,13,528,16,535,596,51.90%,52,18.03,1,0,69,69,13,1,0.16,0.72,0.16,0.72,0.88,4,5,0.22,4,-,-,35.00%,11,330,285,16,285
118,1ifq6ok0spehvrr4lndlhxotl,503913,M. Bevan,Myer Bevan,Centre Forward,15381,Cavalry,Cavalry,CAV,41ewt71n8fqwy6trsqta1bjvu,#006600,244120,Myer,Bevan,15381,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Cavalry,8,419,25,4,1,0,5,5,0,1,0,5,1,1,1,0,0,0,2,0,0,0,2,0,1,0,2,5,23,3,95,14,55,3.16,2,0,0.3,5,0,0,4,4,8,0,0,29,1,0,0,160,35,1,4,0,6,83.30%,1,1,12,3,0,3,1,1,11,6,1,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,7,86,11,63,22,15.80%,72.60%,29,39,1,51,39,5,40.00%,25,5.81,2,1,2,2,1,3,1.02,2.14,1.02,2.14,2.37,4,1,0.29,11,1,1,36.30%,7,130,93,9,93
118,b8ng5b590ybwu58v2388psrca,639506,M. Kane,Mouhamadou Kane,Centre Forward,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,#0033FF,436009,Mouhamadou,Kane,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Centre Forward,Edmonton,16,320,18,14,3,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,26,4,92,24,38,0.11,0,0,0.14,0,1,0,4,4,5,0,0,17,1,0,0,148,22,4,4,0,13,61.50%,4,2,14,0,0,3,1,1,3,5,1,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,3,58,22,68,5,31.50%,67.40%,34,23,5,36,48,8,33.30%,12,4.29,0,5,9,9,4,0,0.09,0.03,0.09,0.03,0.11,4,0,0.02,5,0.6,0.6,36.60%,4,359,322,5,322
118,detx5c8tyrkxov2oy8mlqpu22,718139,R. Kratt,Ronan Kratt,Right Attacking Midfielder,15382,York United,York,YRK,cqthcpums3aas2tdy0qhlkuwa,,467429,Ronan,Kratt,15382,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Attacking Midfielder,York United,12,751,19,2,10,0,8,7,1,3,1,5,3,2,0,0,0,0,2,0,2,0,0,0,1,1,7,6,25,12,168,54,77,1.26,2,1,0.31,1,0,0,4,4,21,2,1,32,5,0,0,300,65,6,10,4,23,55.20%,2,1,26,4,1,6,3,1,5,3,2,0,0,0,0,0,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,14,140,38,122,27,16.70%,78.00%,63,55,13,72,74,22,13.30%,15,9.8,0,9,9,9,11,3,1.18,0.08,1.18,0.08,1.26,3,0,0.07,17,0.33,0.33,35.20%,11,238,214,12,214
118,6rsihixcpnuyulgk4giwpzvth,166447,D. Samuel,Dominic Samuel,Right Centre Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,228121,Dominic,Samuel,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Forge,15,831,27,6,4,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,37,613,337,196,0.13,0,0,0.21,0,0,0,4,4,9,0,0,58,7,0,0,746,43,4,7,10,40,73.30%,19,8,71,2,3,8,1,14,8,0,2,0,0,0,0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,6,45,306,395,3,38.70%,86.90%,309,23,201,25,346,242,48.60%,35,9.06,0,2,30,30,8,2,0.1,0.03,0.1,0.03,0.13,4,5,0.06,2,0,0,43.20%,10,253,195,4,195
118,2gd6p7oi29nml06jp1fk9o1ec,870499,C. Loughrey,Cale Loughrey,Central Defender,6925,Edmonton,Edmonton,EDM,73xrv2025rnj0t3y9ayp83bec,#0033FF,570009,Cale,Loughrey,6925,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Defender,Edmonton,22,1117,21,12,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,66,44,397,182,105,0.24,0,1,0.87,1,1,1,3,4,1,0,0,40,1,1,1,526,37,6,9,21,64,62.50%,27,13,65,1,2,9,1,3,2,0,1,0,0,0,0,0,25,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,0,4,19,271,236,7,44.80%,72.30%,159,8,120,12,205,180,60.00%,30,22.03,0,0,51,51,13,0,0,0.24,0,0.24,0.24,3,10,0.08,3,-,-,31.80%,8,476,423,6,423
118,58i2hjymxpqbymprh7c48t1qs,532300,Diego Espejo,Diego Espejo,Right Centre Back,16614,Atlético Ottawa,Atlético,ATO,dn8tjhuq0bax4dgixqvluhzze,,551306,Diego,Espejo,16614,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Atlético Ottawa,24,2079,20,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,102,42,1224,801,279,0.34,0,0,0.33,0,1,2,2,4,4,0,0,85,1,1,0,1469,53,9,18,21,165,87.10%,117,81,73,1,12,13,1,13,8,0,9,0,0,0,0,0,23,17,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,0,0,26,843,600,17,28.70%,88.20%,506,3,571,8,572,644,62.50%,56,24.2,0,0,150,150,12,3,0,0.34,0,0.34,0.34,4,12,0.05,7,-,-,35.40%,6,457,390,15,390
118,9izvs4qd03gfmqukkk5csxxxw,949353,M. Omar,Mohamed Omar,Central Midfielder,15376,HFX Wanderers,Wanderers,HFX,5gmx3o5y2oc0i6rowjwtu7jvu,#0066CC,565694,Mohamed,Omar,15376,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Central Midfielder,HFX Wanderers,13,843,23,3,4,0,3,3,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,3,0,0,2,1,21,24,424,242,137,1.17,0,0,0.51,1,0,0,4,4,12,0,0,48,7,0,0,543,34,10,10,13,55,76.90%,22,12,59,2,4,5,0,3,5,0,5,0,0,0,0,0,11,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,2,6,58,210,275,11,25.20%,89.40%,210,38,131,41,233,150,61.90%,21,8.3,0,1,42,42,11,2,0.16,1.01,0.16,1.01,1.17,4,1,0.17,7,1,1,36.80%,10,379,263,5,263
127,79pboh9mzuchik3r2027wntgp,486316,A. Didic,Amer Didic,Right Centre Back,15380,Pacific,Pacific,PAC,b3436h8h14zw7f1uv6w9vqf6y,#00FFFF,233807,Amer,Didic,15380,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Right Centre Back,Pacific,23,1792,27,3,1,1,5,3,2,0,2,6,0,0,0,0,2,1,1,1,0,1,5,3,0,1,0,2,86,50,1252,857,259,0.84,2,1,0.21,1,1,0,3,3,3,0,0,76,1,0,0,1478,47,4,16,26,153,83.30%,107,51,93,3,7,12,0,1,0,0,7,0,1,0,0,0,24,21,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,0,0,40,850,588,20,35.50%,89.10%,502,11,603,21,554,677,72.00%,75,26.42,1,0,132,132,19,2,0.01,0.83,0.01,0.83,0.84,2,15,0.06,13,-,-,34.80%,12,495,346,16,346
127,ykzkzazvga55do4buqq0quhh,160087,A. Morgan,Ashtone Morgan,Left Back,15377,Forge,Forge,FOR,c2pdzdl3dgf5b0siidn2ay5ii,#CC6633,95630,Ashtone,Morgan,15377,6lkj3o21cr4g7bql6tb3fk222,Canadian Premier League (Canada),Left Back,Forge,17,1174,31,2,8,1,1,1,0,1,0,3,3,0,0,0,0,0,1,0,1,0,0,0,1,0,2,2,74,34,514,172,234,0.35,1,0,0.33,1,1,0,3,3,34,3,0,48,9,0,0,828,64,5,9,10,60,77.80%,31,10,49,4,4,9,2,5,4,2,5,0,0,0,0,0,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,7,241,199,388,16,36.00%,79.00%,247,96,63,120,302,92,53.80%,26,9.9,1,34,47,47,9,4,0.35,0.01,0.35,0.01,0.35,3,1,0.07,5,0.21,0.21,43.50%,9,318,240,15,240
